n_row,id_invoice,id_scu,quantity,price,sum
14811,4907.0,39.0,22.0,3457.446808510638,76063.82978723405
14812,4908.0,11.0,7.0,3734.0425531914893,26138.297872340427
14813,4908.0,45.0,24.0,3734.0425531914893,89617.02127659574
14814,4909.0,62.0,37.0,2323.404255319149,85965.9574468085
14815,4910.0,89.0,5.0,594.6808510638298,2973.404255319149
14816,4910.0,50.0,13.0,4287.234042553191,55734.04255319148
14817,4911.0,114.0,9.0,2046.8085106382978,18421.27659574468
14818,4911.0,87.0,11.0,484.04255319148933,5324.468085106382
14819,4911.0,6.0,8.0,1521.276595744681,12170.212765957447
14820,4911.0,106.0,9.0,387.2340425531915,3485.1063829787236
14821,4911.0,78.0,11.0,1078.723404255319,11865.95744680851
14822,4912.0,68.0,34.0,4356.382978723404,148117.02127659574
14823,4912.0,81.0,1.0,829.7872340425532,829.7872340425532
14824,4912.0,56.0,19.0,1728.723404255319,32845.744680851065
14825,4912.0,24.0,5.0,7191.489361702127,35957.446808510635
14826,4913.0,27.0,9.0,6707.446808510638,60367.02127659574
14827,4914.0,40.0,6.0,4287.234042553191,25723.404255319147
14828,4914.0,104.0,6.0,1555.851063829787,9335.106382978724
14829,4914.0,82.0,13.0,968.0851063829787,12585.106382978724
14830,4914.0,4.0,4.0,2392.553191489362,9570.212765957447
14831,4914.0,36.0,5.0,2420.2127659574467,12101.063829787234
14832,4915.0,106.0,12.0,387.2340425531915,4646.808510638298
14833,4915.0,60.0,12.0,2420.2127659574467,29042.553191489358
14834,4915.0,79.0,3.0,1147.872340425532,3443.617021276596
14835,4915.0,85.0,6.0,1175.531914893617,7053.191489361703
14836,4915.0,104.0,1.0,1555.851063829787,1555.851063829787
14837,4916.0,49.0,5.0,3734.0425531914893,18670.212765957447
14838,4917.0,34.0,2.0,4356.382978723404,8712.765957446809
14839,4918.0,80.0,11.0,1272.340425531915,13995.744680851063
14840,4918.0,18.0,3.0,2696.808510638298,8090.425531914893
14841,4918.0,10.0,6.0,3250.0,19500.0
14842,4919.0,96.0,10.0,484.04255319148933,4840.425531914893
14843,4920.0,2.0,7.0,2558.5106382978724,17909.574468085106
14844,4920.0,115.0,2.0,2558.5106382978724,5117.021276595745
14845,4920.0,84.0,7.0,1244.6808510638298,8712.765957446809
14846,4920.0,98.0,7.0,691.4893617021277,4840.425531914893
14847,4920.0,13.0,2.0,2420.2127659574467,4840.425531914893
14848,4921.0,2.0,9.0,2558.5106382978724,23026.595744680853
14849,4921.0,49.0,22.0,3734.0425531914893,82148.93617021276
14850,4921.0,28.0,4.0,8989.361702127659,35957.446808510635
14851,4922.0,79.0,3.0,1147.872340425532,3443.617021276596
14852,4922.0,52.0,18.0,7606.382978723404,136914.89361702127
14853,4923.0,58.0,9.0,1991.4893617021276,17923.404255319147
14854,4924.0,102.0,5.0,1659.5744680851064,8297.872340425532
14855,4924.0,42.0,22.0,2558.5106382978724,56287.234042553195
14856,4925.0,37.0,20.0,3042.553191489362,60851.063829787236
14857,4925.0,27.0,10.0,6707.446808510638,67074.46808510637
14858,4925.0,104.0,5.0,1555.851063829787,7779.255319148935
14859,4925.0,112.0,5.0,1659.5744680851064,8297.872340425532
14860,4926.0,88.0,6.0,898.9361702127659,5393.617021276596
14861,4926.0,39.0,17.0,3457.446808510638,58776.595744680846
14862,4926.0,67.0,22.0,3844.68085106383,84582.97872340426
14863,4926.0,13.0,1.0,2420.2127659574467,2420.2127659574467
14864,4927.0,65.0,44.0,2904.255319148936,127787.23404255319
14865,4927.0,103.0,5.0,1797.8723404255318,8989.361702127659
14866,4928.0,21.0,4.0,3250.0,13000.0
14867,4928.0,57.0,33.0,1894.6808510638298,62524.46808510638
14868,4928.0,115.0,9.0,2558.5106382978724,23026.595744680853
14869,4928.0,53.0,2.0,10718.085106382978,21436.170212765956
14870,4928.0,40.0,6.0,4287.234042553191,25723.404255319147
14871,4929.0,58.0,14.0,1991.4893617021276,27880.851063829785
14872,4929.0,30.0,2.0,2904.255319148936,5808.510638297872
14873,4929.0,12.0,6.0,4287.234042553191,25723.404255319147
14874,4929.0,90.0,1.0,1037.2340425531916,1037.2340425531916
14875,4930.0,7.0,9.0,1929.2553191489362,17363.297872340427
14876,4930.0,24.0,8.0,7191.489361702127,57531.91489361702
14877,4930.0,103.0,3.0,1797.8723404255318,5393.617021276596
14878,4930.0,86.0,8.0,345.74468085106383,2765.9574468085107
14879,4930.0,49.0,17.0,3734.0425531914893,63478.72340425532
14880,4931.0,6.0,3.0,1521.276595744681,4563.829787234043
14881,4931.0,114.0,4.0,2046.8085106382978,8187.234042553191
14882,4932.0,4.0,5.0,2392.553191489362,11962.765957446809
14883,4932.0,100.0,9.0,1369.1489361702127,12322.340425531915
14884,4933.0,85.0,11.0,1175.531914893617,12930.851063829788
14885,4933.0,35.0,6.0,3803.191489361702,22819.14893617021
14886,4933.0,48.0,17.0,3042.553191489362,51723.404255319154
14887,4933.0,70.0,27.0,5670.212765957447,153095.74468085106
14888,4933.0,88.0,7.0,898.9361702127659,6292.553191489361
14889,4934.0,12.0,6.0,4287.234042553191,25723.404255319147
14890,4935.0,23.0,3.0,5324.468085106383,15973.40425531915
14891,4936.0,61.0,37.0,2171.276595744681,80337.23404255319
14892,4936.0,30.0,10.0,2904.255319148936,29042.553191489358
14893,4937.0,93.0,7.0,3803.191489361702,26622.340425531915
14894,4937.0,77.0,13.0,898.9361702127659,11686.170212765957
14895,4937.0,114.0,4.0,2046.8085106382978,8187.234042553191
14896,4937.0,78.0,6.0,1078.723404255319,6472.340425531915
14897,4938.0,9.0,8.0,3457.446808510638,27659.574468085106
14898,4938.0,74.0,6.0,1521.276595744681,9127.659574468085
14899,4938.0,30.0,2.0,2904.255319148936,5808.510638297872
14900,4938.0,15.0,7.0,2420.2127659574467,16941.489361702126
14901,4938.0,10.0,5.0,3250.0,16250.0
14902,4939.0,8.0,4.0,1861.4893617021276,7445.95744680851
14903,4939.0,74.0,5.0,1521.276595744681,7606.382978723404
14904,4939.0,104.0,12.0,1555.851063829787,18670.212765957447
14905,4940.0,99.0,10.0,940.4255319148936,9404.255319148935
14906,4941.0,32.0,6.0,3180.851063829787,19085.106382978724
14907,4941.0,63.0,4.0,1872.5531914893618,7490.212765957447
14908,4941.0,36.0,5.0,2420.2127659574467,12101.063829787234
14909,4941.0,103.0,6.0,1797.8723404255318,10787.234042553191
14910,4942.0,67.0,41.0,3844.68085106383,157631.914893617
14911,4942.0,70.0,43.0,5670.212765957447,243819.1489361702
14912,4942.0,32.0,4.0,3180.851063829787,12723.404255319148
14913,4943.0,2.0,3.0,2558.5106382978724,7675.531914893618
14914,4943.0,65.0,4.0,2904.255319148936,11617.021276595744
14915,4943.0,46.0,1.0,2765.9574468085107,2765.9574468085107
14916,4943.0,71.0,20.0,1970.7446808510638,39414.89361702128
14917,4944.0,8.0,7.0,1861.4893617021276,13030.425531914892
14918,4944.0,24.0,1.0,7191.489361702127,7191.489361702127
14919,4944.0,15.0,3.0,2420.2127659574467,7260.6382978723395
14920,4944.0,14.0,10.0,4494.680851063829,44946.80851063829
14921,4944.0,85.0,4.0,1175.531914893617,4702.127659574468
14922,4945.0,89.0,6.0,594.6808510638298,3568.0851063829787
14923,4945.0,53.0,22.0,10718.085106382978,235797.8723404255
14924,4945.0,35.0,7.0,3803.191489361702,26622.340425531915
14925,4945.0,51.0,21.0,8989.361702127659,188776.59574468085
14926,4946.0,74.0,7.0,1521.276595744681,10648.936170212766
14927,4946.0,104.0,3.0,1555.851063829787,4667.553191489362
14928,4946.0,87.0,1.0,484.04255319148933,484.04255319148933
14929,4946.0,104.0,4.0,1555.851063829787,6223.404255319148
14930,4946.0,102.0,3.0,1659.5744680851064,4978.723404255319
14931,4947.0,40.0,20.0,4287.234042553191,85744.68085106382
14932,4947.0,11.0,4.0,3734.0425531914893,14936.170212765957
14933,4947.0,85.0,2.0,1175.531914893617,2351.063829787234
14934,4948.0,84.0,10.0,1244.6808510638298,12446.808510638297
14935,4948.0,106.0,4.0,387.2340425531915,1548.936170212766
14936,4948.0,65.0,5.0,2904.255319148936,14521.276595744679
14937,4948.0,4.0,8.0,2392.553191489362,19140.425531914894
14938,4948.0,13.0,1.0,2420.2127659574467,2420.2127659574467
14939,4949.0,67.0,38.0,3844.68085106383,146097.87234042553
14940,4949.0,68.0,27.0,4356.382978723404,117622.34042553192
14941,4949.0,98.0,9.0,691.4893617021277,6223.404255319149
14942,4949.0,96.0,2.0,484.04255319148933,968.0851063829787
14943,4950.0,98.0,3.0,691.4893617021277,2074.468085106383
14944,4951.0,56.0,42.0,1728.723404255319,72606.3829787234
14945,4951.0,51.0,6.0,8989.361702127659,53936.17021276595
14946,4951.0,102.0,10.0,1659.5744680851064,16595.744680851065
14947,4952.0,82.0,1.0,968.0851063829787,968.0851063829787
14948,4952.0,108.0,11.0,525.531914893617,5780.851063829787
14949,4953.0,54.0,18.0,13553.191489361701,243957.44680851063
14950,4954.0,81.0,14.0,829.7872340425532,11617.021276595746
14951,4954.0,106.0,5.0,387.2340425531915,1936.1702127659576
14952,4954.0,98.0,8.0,691.4893617021277,5531.914893617021
14953,4954.0,56.0,39.0,1728.723404255319,67420.21276595745
14954,4955.0,101.0,3.0,1382.9787234042553,4148.936170212766
14955,4955.0,73.0,16.0,1825.5319148936169,29208.51063829787
14956,4955.0,112.0,1.0,1659.5744680851064,1659.5744680851064
14957,4956.0,106.0,11.0,387.2340425531915,4259.574468085107
14958,4956.0,71.0,21.0,1970.7446808510638,41385.63829787234
14959,4956.0,83.0,12.0,1106.3829787234042,13276.59574468085
14960,4956.0,102.0,9.0,1659.5744680851064,14936.170212765957
14961,4957.0,72.0,42.0,2281.9148936170213,95840.4255319149
14962,4957.0,68.0,30.0,4356.382978723404,130691.48936170213
14963,4957.0,35.0,8.0,3803.191489361702,30425.531914893618
14964,4957.0,19.0,3.0,2399.468085106383,7198.404255319149
14965,4958.0,3.0,1.0,1977.659574468085,1977.659574468085
14966,4958.0,8.0,6.0,1861.4893617021276,11168.936170212764
14967,4958.0,36.0,15.0,2420.2127659574467,36303.1914893617
14968,4958.0,37.0,12.0,3042.553191489362,36510.63829787234
14969,4958.0,27.0,1.0,6707.446808510638,6707.446808510638
14970,4959.0,101.0,11.0,1382.9787234042553,15212.765957446809
14971,4959.0,22.0,6.0,6306.382978723404,37838.29787234042
14972,4959.0,36.0,10.0,2420.2127659574467,24202.127659574468
14973,4959.0,93.0,14.0,3803.191489361702,53244.68085106383
14974,4960.0,54.0,26.0,13553.191489361701,352382.97872340423
14975,4960.0,14.0,8.0,4494.680851063829,35957.446808510635
14976,4960.0,21.0,9.0,3250.0,29250.0
14977,4960.0,69.0,13.0,5255.31914893617,68319.14893617021
14978,4960.0,98.0,7.0,691.4893617021277,4840.425531914893
14979,4961.0,16.0,6.0,2323.404255319149,13940.425531914894
14980,4961.0,108.0,11.0,525.531914893617,5780.851063829787
14981,4962.0,5.0,8.0,2904.255319148936,23234.042553191488
14982,4962.0,72.0,23.0,2281.9148936170213,52484.04255319149
14983,4962.0,35.0,2.0,3803.191489361702,7606.382978723404
14984,4963.0,24.0,5.0,7191.489361702127,35957.446808510635
14985,4963.0,97.0,10.0,677.6595744680851,6776.595744680852
14986,4963.0,108.0,4.0,525.531914893617,2102.127659574468
14987,4964.0,49.0,17.0,3734.0425531914893,63478.72340425532
14988,4964.0,82.0,12.0,968.0851063829787,11617.021276595744
14989,4964.0,33.0,6.0,2696.808510638298,16180.851063829787
14990,4964.0,15.0,8.0,2420.2127659574467,19361.702127659573
14991,4964.0,42.0,11.0,2558.5106382978724,28143.617021276597
14992,4965.0,103.0,3.0,1797.8723404255318,5393.617021276596
14993,4965.0,108.0,10.0,525.531914893617,5255.31914893617
14994,4966.0,74.0,13.0,1521.276595744681,19776.595744680853
14995,4966.0,84.0,4.0,1244.6808510638298,4978.723404255319
14996,4966.0,91.0,8.0,2420.2127659574467,19361.702127659573
14997,4966.0,55.0,7.0,10925.531914893616,76478.72340425532
14998,4967.0,81.0,9.0,829.7872340425532,7468.085106382979
14999,4968.0,90.0,2.0,1037.2340425531916,2074.468085106383
15000,4969.0,49.0,17.0,3734.0425531914893,63478.72340425532
15001,4969.0,115.0,7.0,2558.5106382978724,17909.574468085106
15002,4969.0,13.0,3.0,2420.2127659574467,7260.6382978723395
15003,4969.0,96.0,4.0,484.04255319148933,1936.1702127659573
15004,4970.0,46.0,24.0,2765.9574468085107,66382.97872340426
15005,4971.0,69.0,36.0,5255.31914893617,189191.48936170212
15006,4972.0,24.0,6.0,7191.489361702127,43148.936170212764
15007,4972.0,96.0,11.0,484.04255319148933,5324.468085106382
15008,4973.0,33.0,2.0,2696.808510638298,5393.617021276596
15009,4973.0,61.0,13.0,2171.276595744681,28226.595744680853
15010,4974.0,22.0,1.0,6306.382978723404,6306.382978723404
15011,4974.0,27.0,7.0,6707.446808510638,46952.12765957447
15012,4974.0,14.0,6.0,4494.680851063829,26968.085106382976
15013,4974.0,11.0,4.0,3734.0425531914893,14936.170212765957
15014,4974.0,113.0,12.0,1867.0212765957447,22404.255319148935
15015,4975.0,87.0,9.0,484.04255319148933,4356.382978723404
15016,4975.0,79.0,12.0,1147.872340425532,13774.468085106384
15017,4975.0,89.0,5.0,594.6808510638298,2973.404255319149
15018,4976.0,28.0,3.0,8989.361702127659,26968.085106382976
15019,4976.0,18.0,7.0,2696.808510638298,18877.659574468085
15020,4976.0,10.0,1.0,3250.0,3250.0
15021,4977.0,102.0,1.0,1659.5744680851064,1659.5744680851064
15022,4977.0,7.0,6.0,1929.2553191489362,11575.531914893618
15023,4977.0,66.0,46.0,5047.872340425532,232202.12765957444
15024,4977.0,39.0,6.0,3457.446808510638,20744.68085106383
15025,4977.0,107.0,10.0,442.55319148936167,4425.531914893617
15026,4978.0,70.0,3.0,5670.212765957447,17010.63829787234
15027,4978.0,31.0,2.0,2323.404255319149,4646.808510638298
15028,4978.0,87.0,11.0,484.04255319148933,5324.468085106382
15029,4979.0,62.0,41.0,2323.404255319149,95259.5744680851
15030,4979.0,10.0,5.0,3250.0,16250.0
15031,4979.0,10.0,2.0,3250.0,6500.0
15032,4979.0,62.0,49.0,2323.404255319149,113846.8085106383
15033,4980.0,95.0,3.0,4135.106382978724,12405.31914893617
15034,4980.0,80.0,5.0,1272.340425531915,6361.702127659574
15035,4981.0,16.0,7.0,2323.404255319149,16263.829787234043
15036,4981.0,27.0,1.0,6707.446808510638,6707.446808510638
15037,4981.0,74.0,28.0,1521.276595744681,42595.744680851065
15038,4981.0,36.0,1.0,2420.2127659574467,2420.2127659574467
15039,4981.0,33.0,2.0,2696.808510638298,5393.617021276596
15040,4982.0,98.0,9.0,691.4893617021277,6223.404255319149
15041,4983.0,111.0,5.0,1313.8297872340424,6569.148936170212
15042,4984.0,112.0,6.0,1659.5744680851064,9957.446808510638
15043,4985.0,106.0,8.0,387.2340425531915,3097.872340425532
15044,4985.0,109.0,7.0,622.3404255319149,4356.382978723404
15045,4985.0,96.0,8.0,484.04255319148933,3872.3404255319147
15046,4986.0,29.0,5.0,2475.531914893617,12377.659574468085
15047,4986.0,74.0,32.0,1521.276595744681,48680.85106382979
15048,4986.0,79.0,6.0,1147.872340425532,6887.234042553192
15049,4987.0,32.0,9.0,3180.851063829787,28627.659574468085
15050,4987.0,87.0,9.0,484.04255319148933,4356.382978723404
15051,4987.0,108.0,8.0,525.531914893617,4204.255319148936
15052,4987.0,14.0,2.0,4494.680851063829,8989.361702127659
15053,4987.0,97.0,9.0,677.6595744680851,6098.936170212766
15054,4988.0,106.0,10.0,387.2340425531915,3872.340425531915
15055,4988.0,42.0,17.0,2558.5106382978724,43494.68085106383
15056,4988.0,67.0,27.0,3844.68085106383,103806.3829787234
15057,4988.0,93.0,13.0,3803.191489361702,49441.48936170213
15058,4988.0,43.0,17.0,1867.0212765957447,31739.36170212766
15059,4989.0,49.0,19.0,3734.0425531914893,70946.8085106383
15060,4989.0,64.0,48.0,2323.404255319149,111523.40425531915
15061,4989.0,107.0,12.0,442.55319148936167,5310.6382978723395
15062,4989.0,9.0,8.0,3457.446808510638,27659.574468085106
15063,4989.0,78.0,8.0,1078.723404255319,8629.787234042553
15064,4990.0,113.0,4.0,1867.0212765957447,7468.085106382979
15065,4991.0,23.0,1.0,5324.468085106383,5324.468085106383
15066,4991.0,48.0,13.0,3042.553191489362,39553.19148936171
15067,4991.0,81.0,14.0,829.7872340425532,11617.021276595746
15068,4992.0,92.0,1.0,2973.404255319149,2973.404255319149
15069,4993.0,64.0,39.0,2323.404255319149,90612.76595744681
15070,4993.0,13.0,8.0,2420.2127659574467,19361.702127659573
15071,4993.0,70.0,20.0,5670.212765957447,113404.25531914894
15072,4993.0,76.0,11.0,691.4893617021277,7606.382978723404
15073,4993.0,18.0,9.0,2696.808510638298,24271.27659574468
15074,4994.0,94.0,14.0,3222.3404255319147,45112.765957446805
15075,4994.0,22.0,2.0,6306.382978723404,12612.765957446809
15076,4995.0,11.0,3.0,3734.0425531914893,11202.127659574468
15077,4996.0,58.0,31.0,1991.4893617021276,61736.17021276595
15078,4996.0,33.0,7.0,2696.808510638298,18877.659574468085
15079,4997.0,34.0,3.0,4356.382978723404,13069.148936170213
15080,4997.0,38.0,18.0,2696.808510638298,48542.55319148936
15081,4997.0,85.0,10.0,1175.531914893617,11755.31914893617
15082,4997.0,112.0,9.0,1659.5744680851064,14936.170212765957
15083,4997.0,98.0,4.0,691.4893617021277,2765.9574468085107
15084,4998.0,4.0,8.0,2392.553191489362,19140.425531914894
15085,4999.0,47.0,1.0,2544.68085106383,2544.68085106383
15086,5000.0,58.0,45.0,1991.4893617021276,89617.02127659574
15087,5000.0,26.0,1.0,5974.468085106383,5974.468085106383
15088,5000.0,47.0,1.0,2544.68085106383,2544.68085106383
15089,5000.0,68.0,48.0,4356.382978723404,209106.3829787234
15090,5001.0,28.0,7.0,8989.361702127659,62925.53191489361
15091,5001.0,75.0,26.0,2696.808510638298,70117.02127659574
15092,5001.0,103.0,10.0,1797.8723404255318,17978.723404255317
15093,5002.0,68.0,49.0,4356.382978723404,213462.76595744683
15094,5002.0,58.0,50.0,1991.4893617021276,99574.46808510637
15095,5002.0,6.0,3.0,1521.276595744681,4563.829787234043
15096,5002.0,6.0,7.0,1521.276595744681,10648.936170212766
15097,5003.0,110.0,1.0,815.9574468085107,815.9574468085107
15098,5003.0,88.0,6.0,898.9361702127659,5393.617021276596
15099,5003.0,70.0,32.0,5670.212765957447,181446.8085106383
15100,5004.0,115.0,8.0,2558.5106382978724,20468.08510638298
15101,5004.0,4.0,3.0,2392.553191489362,7177.659574468085
15102,5004.0,47.0,15.0,2544.68085106383,38170.21276595745
15103,5004.0,109.0,12.0,622.3404255319149,7468.085106382979
15104,5005.0,66.0,36.0,5047.872340425532,181723.40425531912
15105,5005.0,80.0,13.0,1272.340425531915,16540.425531914894
15106,5006.0,8.0,3.0,1861.4893617021276,5584.468085106382
15107,5006.0,89.0,7.0,594.6808510638298,4162.765957446809
15108,5007.0,114.0,4.0,2046.8085106382978,8187.234042553191
15109,5007.0,49.0,4.0,3734.0425531914893,14936.170212765957
15110,5007.0,66.0,30.0,5047.872340425532,151436.17021276595
15111,5007.0,102.0,1.0,1659.5744680851064,1659.5744680851064
15112,5007.0,41.0,3.0,1659.5744680851064,4978.723404255319
15113,5008.0,53.0,17.0,10718.085106382978,182207.44680851063
15114,5009.0,53.0,19.0,10718.085106382978,203643.6170212766
15115,5009.0,45.0,17.0,3734.0425531914893,63478.72340425532
15116,5009.0,74.0,48.0,1521.276595744681,73021.27659574468
15117,5009.0,72.0,44.0,2281.9148936170213,100404.25531914894
15118,5009.0,31.0,4.0,2323.404255319149,9293.617021276596
15119,5010.0,66.0,33.0,5047.872340425532,166579.78723404254
15120,5011.0,115.0,12.0,2558.5106382978724,30702.12765957447
15121,5012.0,7.0,4.0,1929.2553191489362,7717.021276595745
15122,5012.0,33.0,7.0,2696.808510638298,18877.659574468085
15123,5013.0,101.0,4.0,1382.9787234042553,5531.914893617021
15124,5013.0,19.0,10.0,2399.468085106383,23994.68085106383
15125,5013.0,59.0,43.0,2212.7659574468084,95148.93617021276
15126,5014.0,104.0,6.0,1555.851063829787,9335.106382978724
15127,5014.0,67.0,45.0,3844.68085106383,173010.63829787233
15128,5014.0,87.0,1.0,484.04255319148933,484.04255319148933
15129,5014.0,29.0,7.0,2475.531914893617,17328.723404255317
15130,5014.0,74.0,50.0,1521.276595744681,76063.82978723405
15131,5015.0,86.0,3.0,345.74468085106383,1037.2340425531916
15132,5015.0,113.0,12.0,1867.0212765957447,22404.255319148935
15133,5016.0,3.0,3.0,1977.659574468085,5932.978723404255
15134,5016.0,3.0,3.0,1977.659574468085,5932.978723404255
15135,5017.0,80.0,7.0,1272.340425531915,8906.382978723404
15136,5017.0,112.0,9.0,1659.5744680851064,14936.170212765957
15137,5017.0,92.0,14.0,2973.404255319149,41627.65957446808
15138,5018.0,95.0,12.0,4135.106382978724,49621.27659574468
15139,5018.0,113.0,11.0,1867.0212765957447,20537.23404255319
15140,5018.0,52.0,13.0,7606.382978723404,98882.97872340426
15141,5018.0,55.0,20.0,10925.531914893616,218510.63829787233
15142,5019.0,13.0,6.0,2420.2127659574467,14521.276595744679
15143,5019.0,19.0,3.0,2399.468085106383,7198.404255319149
15144,5019.0,60.0,32.0,2420.2127659574467,77446.8085106383
15145,5019.0,6.0,8.0,1521.276595744681,12170.212765957447
15146,5019.0,91.0,1.0,2420.2127659574467,2420.2127659574467
15147,5020.0,96.0,9.0,484.04255319148933,4356.382978723404
15148,5020.0,11.0,1.0,3734.0425531914893,3734.0425531914893
15149,5020.0,2.0,3.0,2558.5106382978724,7675.531914893618
15150,5020.0,88.0,5.0,898.9361702127659,4494.680851063829
15151,5021.0,60.0,23.0,2420.2127659574467,55664.89361702128
15152,5021.0,53.0,17.0,10718.085106382978,182207.44680851063
15153,5022.0,31.0,7.0,2323.404255319149,16263.829787234043
15154,5022.0,16.0,2.0,2323.404255319149,4646.808510638298
15155,5022.0,23.0,8.0,5324.468085106383,42595.744680851065
15156,5023.0,95.0,6.0,4135.106382978724,24810.63829787234
15157,5023.0,60.0,13.0,2420.2127659574467,31462.765957446805
15158,5023.0,50.0,2.0,4287.234042553191,8574.468085106382
15159,5024.0,1.0,8.0,1728.723404255319,13829.787234042553
15160,5025.0,79.0,12.0,1147.872340425532,13774.468085106384
15161,5025.0,111.0,3.0,1313.8297872340424,3941.489361702127
15162,5025.0,109.0,4.0,622.3404255319149,2489.3617021276596
15163,5025.0,99.0,8.0,940.4255319148936,7523.404255319148
15164,5025.0,76.0,3.0,691.4893617021277,2074.468085106383
15165,5026.0,98.0,5.0,691.4893617021277,3457.446808510638
15166,5026.0,8.0,3.0,1861.4893617021276,5584.468085106382
15167,5026.0,6.0,9.0,1521.276595744681,13691.489361702128
15168,5026.0,51.0,12.0,8989.361702127659,107872.3404255319
15169,5027.0,29.0,9.0,2475.531914893617,22279.787234042553
15170,5027.0,93.0,9.0,3803.191489361702,34228.72340425532
15171,5028.0,65.0,5.0,2904.255319148936,14521.276595744679
15172,5028.0,74.0,17.0,1521.276595744681,25861.702127659577
15173,5028.0,88.0,10.0,898.9361702127659,8989.361702127659
15174,5028.0,108.0,3.0,525.531914893617,1576.595744680851
15175,5029.0,7.0,1.0,1929.2553191489362,1929.2553191489362
15176,5029.0,31.0,10.0,2323.404255319149,23234.042553191488
15177,5029.0,106.0,3.0,387.2340425531915,1161.7021276595744
15178,5029.0,57.0,8.0,1894.6808510638298,15157.446808510638
15179,5030.0,7.0,10.0,1929.2553191489362,19292.55319148936
15180,5030.0,2.0,10.0,2558.5106382978724,25585.106382978724
15181,5030.0,78.0,10.0,1078.723404255319,10787.234042553191
15182,5031.0,74.0,19.0,1521.276595744681,28904.255319148935
15183,5031.0,11.0,1.0,3734.0425531914893,3734.0425531914893
15184,5031.0,26.0,5.0,5974.468085106383,29872.340425531915
15185,5031.0,13.0,1.0,2420.2127659574467,2420.2127659574467
15186,5031.0,76.0,2.0,691.4893617021277,1382.9787234042553
15187,5032.0,70.0,6.0,5670.212765957447,34021.27659574468
15188,5032.0,17.0,6.0,1853.191489361702,11119.148936170212
15189,5032.0,110.0,2.0,815.9574468085107,1631.9148936170213
15190,5032.0,87.0,10.0,484.04255319148933,4840.425531914893
15191,5032.0,10.0,1.0,3250.0,3250.0
15192,5033.0,16.0,6.0,2323.404255319149,13940.425531914894
15193,5033.0,104.0,6.0,1555.851063829787,9335.106382978724
15194,5034.0,84.0,5.0,1244.6808510638298,6223.404255319148
15195,5034.0,8.0,3.0,1861.4893617021276,5584.468085106382
15196,5034.0,49.0,16.0,3734.0425531914893,59744.68085106383
15197,5035.0,103.0,4.0,1797.8723404255318,7191.489361702127
15198,5035.0,43.0,12.0,1867.0212765957447,22404.255319148935
15199,5036.0,41.0,9.0,1659.5744680851064,14936.170212765957
15200,5036.0,12.0,5.0,4287.234042553191,21436.170212765956
15201,5036.0,114.0,12.0,2046.8085106382978,24561.702127659573
15202,5036.0,41.0,23.0,1659.5744680851064,38170.21276595745
15203,5037.0,115.0,7.0,2558.5106382978724,17909.574468085106
15204,5037.0,102.0,6.0,1659.5744680851064,9957.446808510638
15205,5037.0,13.0,7.0,2420.2127659574467,16941.489361702126
15206,5037.0,36.0,24.0,2420.2127659574467,58085.106382978716
15207,5038.0,72.0,33.0,2281.9148936170213,75303.1914893617
15208,5038.0,87.0,1.0,484.04255319148933,484.04255319148933
15209,5038.0,107.0,11.0,442.55319148936167,4868.085106382979
15210,5039.0,49.0,25.0,3734.0425531914893,93351.06382978724
15211,5040.0,43.0,21.0,1867.0212765957447,39207.446808510635
15212,5040.0,26.0,4.0,5974.468085106383,23897.872340425532
15213,5040.0,105.0,11.0,2420.2127659574467,26622.340425531915
15214,5040.0,9.0,10.0,3457.446808510638,34574.46808510638
15215,5040.0,65.0,36.0,2904.255319148936,104553.19148936169
15216,5041.0,89.0,9.0,594.6808510638298,5352.1276595744675
15217,5041.0,30.0,7.0,2904.255319148936,20329.787234042553
15218,5041.0,49.0,3.0,3734.0425531914893,11202.127659574468
15219,5041.0,42.0,6.0,2558.5106382978724,15351.063829787236
15220,5041.0,21.0,5.0,3250.0,16250.0
15221,5042.0,92.0,8.0,2973.404255319149,23787.23404255319
15222,5043.0,69.0,36.0,5255.31914893617,189191.48936170212
15223,5044.0,91.0,11.0,2420.2127659574467,26622.340425531915
15224,5044.0,49.0,25.0,3734.0425531914893,93351.06382978724
15225,5044.0,35.0,1.0,3803.191489361702,3803.191489361702
15226,5044.0,113.0,4.0,1867.0212765957447,7468.085106382979
15227,5044.0,105.0,4.0,2420.2127659574467,9680.851063829787
15228,5045.0,112.0,11.0,1659.5744680851064,18255.31914893617
15229,5045.0,37.0,6.0,3042.553191489362,18255.31914893617
15230,5045.0,37.0,23.0,3042.553191489362,69978.72340425532
15231,5045.0,93.0,2.0,3803.191489361702,7606.382978723404
15232,5045.0,24.0,4.0,7191.489361702127,28765.95744680851
15233,5046.0,25.0,9.0,4978.723404255319,44808.51063829787
15234,5046.0,19.0,6.0,2399.468085106383,14396.808510638299
15235,5046.0,1.0,8.0,1728.723404255319,13829.787234042553
15236,5047.0,111.0,7.0,1313.8297872340424,9196.808510638297
15237,5047.0,62.0,7.0,2323.404255319149,16263.829787234043
15238,5047.0,49.0,9.0,3734.0425531914893,33606.382978723406
15239,5047.0,64.0,38.0,2323.404255319149,88289.36170212766
15240,5048.0,80.0,9.0,1272.340425531915,11451.063829787234
15241,5049.0,106.0,9.0,387.2340425531915,3485.1063829787236
15242,5049.0,49.0,7.0,3734.0425531914893,26138.297872340427
15243,5050.0,30.0,9.0,2904.255319148936,26138.297872340423
