id_order,date,id_manager,id_invoice,sum,paid
3397,2023-04-29,1,3397.0,168336.17021276598,1
3398,2023-04-29,2,3398.0,169760.63829787233,0
3399,2023-04-29,1,3399.0,14521.276595744679,1
3400,2023-04-29,2,3400.0,18587.23404255319,1
3401,2023-04-29,5,3401.0,146941.48936170212,1
3402,2023-04-29,1,3402.0,234788.2978723404,1
3403,2023-04-29,2,3403.0,206232.55319148937,1
3404,2023-04-29,2,3404.0,57393.6170212766,1
3405,2023-04-29,4,3405.0,89409.5744680851,1
3406,2023-04-29,5,3406.0,76388.82978723403,1
3407,2023-04-29,1,3407.0,21270.212765957447,1
3408,2023-04-29,1,3408.0,176744.68085106384,1
3409,2023-04-29,4,3409.0,41254.255319148935,1
3410,2023-04-29,2,3410.0,136721.27659574468,1
3411,2023-04-29,2,3411.0,262104.89361702127,1
3412,2023-04-29,5,3412.0,29872.340425531915,1
3413,2023-04-29,2,3413.0,180893.6170212766,1
3414,2023-04-29,7,3414.0,95079.78723404254,1
3415,2023-04-29,5,3415.0,191252.12765957444,0
3416,2023-04-29,2,3416.0,96462.7659574468,1
3417,2023-04-29,5,3417.0,341609.57446808513,1
3418,2023-04-29,4,3418.0,102741.48936170213,1
3419,2023-04-29,1,3419.0,305845.744680851,1
3420,2023-04-29,5,3420.0,257718.085106383,1
3421,2023-04-29,2,3421.0,70732.44680851063,1
3422,2023-04-30,7,3422.0,61860.63829787234,1
3423,2023-04-30,7,3423.0,50395.744680851065,0
3424,2023-04-30,7,3424.0,64861.70212765958,1
3425,2023-04-30,7,3425.0,234165.95744680852,1
3426,2023-04-30,3,3426.0,285391.4893617021,1
3427,2023-04-30,4,3427.0,18307.87234042553,0
3428,2023-04-30,3,3428.0,22404.255319148935,1
3429,2023-04-30,2,3429.0,212544.4680851064,1
3430,2023-04-30,4,3430.0,56218.085106382976,1
3431,2023-04-30,4,3431.0,33869.14893617021,1
3432,2023-04-30,3,3432.0,66051.06382978724,1
3433,2023-04-30,3,3433.0,66811.70212765958,1
3434,2023-04-30,1,3434.0,168031.914893617,0
3435,2023-04-30,7,3435.0,93234.89361702127,1
3436,2023-04-30,3,3436.0,82356.3829787234,1
3437,2023-04-30,2,3437.0,23579.787234042553,0
3438,2023-04-30,2,3438.0,65885.10638297872,1
3439,2023-04-30,3,3439.0,290148.93617021275,1
3440,2023-04-30,2,3440.0,20661.702127659573,1
3441,2023-04-30,2,3441.0,99463.82978723405,1
3442,2023-04-30,1,3442.0,41904.25531914894,1
3443,2023-04-30,2,3443.0,82978.72340425532,0
3444,2023-04-30,3,3444.0,78995.74468085106,0
3445,2023-04-30,2,3445.0,1880.851063829787,1
3446,2023-04-30,2,3446.0,51336.17021276596,1
3447,2023-04-30,2,3447.0,70117.02127659574,1
3448,2023-04-30,2,3448.0,123762.76595744681,1
3449,2023-04-30,3,3449.0,18877.659574468085,1
3450,2023-04-30,7,3450.0,354042.55319148937,1
3451,2023-04-30,4,3451.0,71292.55319148937,1
3452,2023-04-30,2,3452.0,21546.808510638297,0
3453,2023-04-30,7,3453.0,124800.0,1
3454,2023-05-01,6,3454.0,225868.085106383,1
3455,2023-05-01,7,3455.0,51336.17021276595,1
3456,2023-05-01,3,3456.0,138491.48936170212,1
3457,2023-05-01,4,3457.0,247304.25531914894,1
3458,2023-05-01,7,3458.0,95715.95744680852,1
3459,2023-05-01,7,3459.0,222590.4255319149,1
3460,2023-05-01,3,3460.0,29526.595744680853,0
3461,2023-05-01,1,3461.0,127745.74468085107,1
3462,2023-05-01,4,3462.0,24824.468085106386,0
3463,2023-05-01,2,3463.0,257095.74468085103,0
3464,2023-05-01,7,3464.0,56702.127659574464,0
3465,2023-05-01,3,3465.0,50796.8085106383,1
3466,2023-05-01,4,3466.0,72744.68085106384,1
3467,2023-05-01,3,3467.0,86159.5744680851,1
3468,2023-05-01,4,3468.0,34228.72340425532,1
3469,2023-05-01,7,3469.0,52276.59574468085,1
3470,2023-05-01,4,3470.0,52774.468085106375,1
3471,2023-05-01,2,3471.0,118867.02127659574,0
3472,2023-05-01,6,3472.0,52414.89361702128,1
3473,2023-05-01,6,3473.0,69978.72340425532,1
3474,2023-05-01,2,3474.0,200670.21276595746,1
3475,2023-05-01,3,3475.0,304946.80851063825,1
3476,2023-05-01,4,3476.0,222457.6595744681,0
3477,2023-05-01,2,3477.0,35957.446808510635,0
3478,2023-05-01,3,3478.0,138989.36170212761,1
3479,2023-05-01,7,3479.0,29872.340425531915,1
3480,2023-05-01,3,3480.0,186782.3404255319,1
3481,2023-05-01,3,3481.0,124675.53191489363,1
3482,2023-05-01,7,3482.0,109739.36170212764,1
3483,2023-05-01,6,3483.0,60035.10638297872,1
3484,2023-05-01,4,3484.0,155275.3191489362,0
3485,2023-05-01,1,3485.0,295957.4468085106,1
3486,2023-05-01,3,3486.0,107111.70212765956,1
3487,2023-05-01,7,3487.0,215910.63829787236,1
3488,2023-05-01,4,3488.0,33882.97872340426,1
3489,2023-05-01,2,3489.0,266251.0638297872,1
3490,2023-05-01,4,3490.0,40244.68085106382,1
3491,2023-05-02,1,3491.0,24478.72340425532,1
3492,2023-05-02,2,3492.0,3982.978723404255,0
3493,2023-05-02,7,3493.0,68070.21276595746,1
3494,2023-05-02,6,3494.0,11229.787234042553,1
3495,2023-05-02,5,3495.0,45845.744680851065,1
3496,2023-05-02,7,3496.0,62690.42553191489,1
3497,2023-05-02,6,3497.0,97430.85106382977,1
3498,2023-05-02,3,3498.0,11893.617021276596,0
3499,2023-05-02,3,3499.0,154326.59574468082,1
3500,2023-05-02,6,3500.0,28613.82978723404,1
3501,2023-05-02,3,3501.0,17287.23404255319,1
3502,2023-05-02,7,3502.0,98841.48936170212,1
3503,2023-05-02,5,3503.0,47560.638297872334,1
3504,2023-05-02,2,3504.0,214098.93617021275,1
3505,2023-05-02,1,3505.0,71015.95744680852,0
3506,2023-05-02,7,3506.0,72412.76595744681,1
3507,2023-05-02,5,3507.0,5711.702127659575,1
3508,2023-05-02,3,3508.0,13829.787234042553,1
3509,2023-05-02,5,3509.0,167202.12765957444,1
3510,2023-05-02,1,3510.0,14382.978723404254,1
3511,2023-05-02,3,3511.0,28074.468085106382,1
3512,2023-05-02,6,3512.0,93655.31914893616,1
3513,2023-05-02,1,3513.0,179524.46808510637,1
3514,2023-05-02,3,3514.0,112636.70212765956,1
3515,2023-05-02,5,3515.0,37416.48936170213,1
3516,2023-05-02,2,3516.0,112270.21276595745,1
3517,2023-05-02,7,3517.0,124226.06382978722,1
3518,2023-05-03,1,3518.0,309317.02127659577,1
3519,2023-05-03,3,3519.0,23344.68085106383,1
3520,2023-05-03,3,3520.0,9750.0,1
3521,2023-05-03,7,3521.0,3623.4042553191493,1
3522,2023-05-03,6,3522.0,112270.21276595745,1
3523,2023-05-03,1,3523.0,42139.36170212766,1
3524,2023-05-03,1,3524.0,151934.04255319148,1
3525,2023-05-03,3,3525.0,224498.93617021275,1
3526,2023-05-03,5,3526.0,48265.957446808505,1
3527,2023-05-03,3,3527.0,21574.468085106382,1
3528,2023-05-03,7,3528.0,31919.148936170215,1
3529,2023-05-03,7,3529.0,16263.829787234043,1
3530,2023-05-03,5,3530.0,97776.59574468085,1
3531,2023-05-03,7,3531.0,20205.31914893617,1
3532,2023-05-03,5,3532.0,127925.53191489361,1
3533,2023-05-03,1,3533.0,29485.106382978724,1
3534,2023-05-03,5,3534.0,44255.31914893617,1
3535,2023-05-03,6,3535.0,2420.2127659574467,1
3536,2023-05-03,6,3536.0,29872.340425531915,1
3537,2023-05-03,5,3537.0,30079.787234042553,1
3538,2023-05-03,7,3538.0,107250.0,0
3539,2023-05-03,6,3539.0,48321.27659574468,1
3540,2023-05-04,4,3540.0,130829.78723404255,1
3541,2023-05-04,3,3541.0,246640.42553191487,1
3542,2023-05-04,3,3542.0,94706.3829787234,1
3543,2023-05-04,4,3543.0,258409.57446808508,1
3544,2023-05-04,6,3544.0,38333.40425531915,1
3545,2023-05-04,3,3545.0,38432.97872340426,1
3546,2023-05-04,3,3546.0,47463.82978723404,0
3547,2023-05-04,3,3547.0,434974.46808510635,1
3548,2023-05-04,4,3548.0,116356.91489361702,1
3549,2023-05-04,5,3549.0,13262.765957446809,1
3550,2023-05-04,5,3550.0,91276.59574468085,1
3551,2023-05-04,3,3551.0,202288.29787234045,0
3552,2023-05-04,5,3552.0,161808.51063829786,1
3553,2023-05-04,4,3553.0,100196.80851063831,1
3554,2023-05-04,6,3554.0,175672.87234042553,1
3555,2023-05-04,5,3555.0,101234.0425531915,1
3556,2023-05-04,4,3556.0,39484.04255319149,1
3557,2023-05-04,3,3557.0,56287.234042553195,1
3558,2023-05-04,5,3558.0,93759.0425531915,1
3559,2023-05-04,5,3559.0,31531.914893617024,1
3560,2023-05-04,6,3560.0,438888.2978723404,1
3561,2023-05-04,5,3561.0,29595.744680851058,0
3562,2023-05-04,4,3562.0,120692.55319148935,1
3563,2023-05-04,4,3563.0,78138.29787234041,1
3564,2023-05-04,6,3564.0,53106.382978723406,0
3565,2023-05-05,5,3565.0,42872.34042553192,1
3566,2023-05-05,2,3566.0,45430.85106382978,0
3567,2023-05-05,4,3567.0,27244.68085106383,1
3568,2023-05-05,5,3568.0,64986.17021276595,1
3569,2023-05-05,6,3569.0,7468.085106382979,1
3570,2023-05-05,5,3570.0,9957.446808510638,1
3571,2023-05-05,4,3571.0,6887.234042553192,1
3572,2023-05-05,5,3572.0,44130.85106382979,1
3573,2023-05-05,6,3573.0,58223.40425531915,1
3574,2023-05-05,5,3574.0,215714.25531914894,1
3575,2023-05-05,5,3575.0,249558.51063829786,1
3576,2023-05-05,5,3576.0,184005.31914893616,1
3577,2023-05-05,4,3577.0,17148.936170212764,1
3578,2023-05-05,4,3578.0,39207.44680851064,1
3579,2023-05-05,2,3579.0,205386.17021276598,1
3580,2023-05-05,2,3580.0,27382.978723404256,1
3581,2023-05-05,6,3581.0,86768.08510638298,1
3582,2023-05-05,2,3582.0,154423.40425531915,1
3583,2023-05-05,5,3583.0,5393.617021276596,1
3584,2023-05-05,4,3584.0,53770.21276595745,1
3585,2023-05-05,6,3585.0,10510.63829787234,0
3586,2023-05-05,6,3586.0,95840.42553191488,1
3587,2023-05-05,2,3587.0,34947.87234042553,0
3588,2023-05-05,6,3588.0,22155.31914893617,1
3589,2023-05-05,4,3589.0,11575.531914893618,1
3590,2023-05-05,4,3590.0,44013.29787234043,1
3591,2023-05-05,6,3591.0,10787.234042553191,1
3592,2023-05-05,4,3592.0,26069.14893617021,1
3593,2023-05-06,7,3593.0,21214.893617021276,0
3594,2023-05-06,7,3594.0,29319.14893617021,1
3595,2023-05-06,5,3595.0,168681.914893617,1
3596,2023-05-06,1,3596.0,112021.27659574468,1
3597,2023-05-06,4,3597.0,13719.148936170213,1
3598,2023-05-06,1,3598.0,194612.7659574468,1
3599,2023-05-06,7,3599.0,6914.893617021276,1
3600,2023-05-06,5,3600.0,78497.87234042553,0
3601,2023-05-06,2,3601.0,139376.59574468085,0
3602,2023-05-06,1,3602.0,25446.808510638297,0
3603,2023-05-06,1,3603.0,77806.38297872341,1
3604,2023-05-06,1,3604.0,11202.127659574468,1
3605,2023-05-06,1,3605.0,81402.12765957447,1
3606,2023-05-06,2,3606.0,33705.95744680851,1
3607,2023-05-06,2,3607.0,174891.48936170212,1
3608,2023-05-06,2,3608.0,88690.4255319149,1
3609,2023-05-06,5,3609.0,36040.425531914894,1
3610,2023-05-06,4,3610.0,25073.404255319147,1
3611,2023-05-06,7,3611.0,14382.978723404256,1
3612,2023-05-06,7,3612.0,46025.53191489362,1
3613,2023-05-06,7,3613.0,50063.82978723404,1
3614,2023-05-06,5,3614.0,52387.23404255319,1
3615,2023-05-06,4,3615.0,99090.4255319149,1
3616,2023-05-06,5,3616.0,12723.404255319148,1
3617,2023-05-06,5,3617.0,34851.063829787236,1
3618,2023-05-06,5,3618.0,109117.02127659574,1
3619,2023-05-06,4,3619.0,58942.553191489365,1
3620,2023-05-06,4,3620.0,23026.595744680853,1
3621,2023-05-06,2,3621.0,209327.6595744681,1
3622,2023-05-06,7,3622.0,57642.55319148936,1
3623,2023-05-06,5,3623.0,51101.063829787236,1
3624,2023-05-06,4,3624.0,306426.59574468085,1
3625,2023-05-06,4,3625.0,190297.87234042553,1
3626,2023-05-06,1,3626.0,19361.702127659573,0
3627,2023-05-06,2,3627.0,168571.27659574465,1
3628,2023-05-06,7,3628.0,35473.40425531915,0
3629,2023-05-06,1,3629.0,92880.85106382979,1
3630,2023-05-06,7,3630.0,368881.914893617,1
3631,2023-05-06,1,3631.0,24520.212765957447,1
3632,2023-05-07,4,3632.0,8989.361702127659,1
3633,2023-05-07,2,3633.0,145210.0,1
3634,2023-05-07,1,3634.0,43204.255319148935,1
3635,2023-05-07,7,3635.0,34228.72340425532,1
3636,2023-05-07,7,3636.0,121287.23404255317,0
3637,2023-05-07,3,3637.0,83587.2340425532,1
3638,2023-05-07,4,3638.0,243702.9787234043,1
3639,2023-05-07,7,3639.0,80669.14893617021,0
3640,2023-05-07,4,3640.0,8090.425531914894,1
3641,2023-05-07,2,3641.0,67627.65957446808,0
3642,2023-05-07,4,3642.0,91027.6595744681,1
3643,2023-05-07,3,3643.0,196286.17021276595,1
3644,2023-05-07,1,3644.0,330601.06382978725,1
3645,2023-05-07,3,3645.0,168564.36170212764,1
3646,2023-05-07,7,3646.0,54724.46808510639,1
3647,2023-05-07,1,3647.0,206063.82978723402,1
3648,2023-05-07,1,3648.0,450159.5744680851,1
3649,2023-05-07,3,3649.0,75565.9574468085,1
3650,2023-05-07,1,3650.0,12101.063829787234,1
3651,2023-05-07,3,3651.0,69591.48936170213,1
3652,2023-05-07,7,3652.0,2212.7659574468084,0
3653,2023-05-07,7,3653.0,47809.574468085106,1
3654,2023-05-07,4,3654.0,95563.82978723405,1
3655,2023-05-07,1,3655.0,94747.87234042553,0
3656,2023-05-07,3,3656.0,311170.2127659574,1
3657,2023-05-08,4,3657.0,43508.51063829788,1
3658,2023-05-08,1,3658.0,114925.53191489361,1
3659,2023-05-08,1,3659.0,64170.21276595745,0
3660,2023-05-08,6,3660.0,54835.10638297872,1
3661,2023-05-08,2,3661.0,224180.8510638298,1
3662,2023-05-08,1,3662.0,65069.148936170204,1
3663,2023-05-08,7,3663.0,20260.63829787234,1
3664,2023-05-08,1,3664.0,28876.595744680853,1
3665,2023-05-08,6,3665.0,104298.72340425532,0
3666,2023-05-08,6,3666.0,116515.9574468085,1
3667,2023-05-08,7,3667.0,11063.829787234043,1
3668,2023-05-08,7,3668.0,24824.468085106382,0
3669,2023-05-08,7,3669.0,117345.74468085106,1
3670,2023-05-08,6,3670.0,8463.82978723404,1
3671,2023-05-08,4,3671.0,28738.297872340427,1
3672,2023-05-08,6,3672.0,70006.3829787234,1
3673,2023-05-08,6,3673.0,23095.74468085106,1
3674,2023-05-08,7,3674.0,46869.14893617021,1
3675,2023-05-08,7,3675.0,104110.63829787234,1
3676,2023-05-08,7,3676.0,11132.978723404254,1
3677,2023-05-08,2,3677.0,33122.34042553192,1
3678,2023-05-08,2,3678.0,25350.0,1
3679,2023-05-08,7,3679.0,17978.723404255317,1
3680,2023-05-08,7,3680.0,53134.04255319149,1
3681,2023-05-09,5,3681.0,32724.042553191488,1
3682,2023-05-09,2,3682.0,203228.7234042553,1
3683,2023-05-09,3,3683.0,79880.8510638298,1
3684,2023-05-09,5,3684.0,84458.51063829787,1
3685,2023-05-09,6,3685.0,209901.59574468085,1
3686,2023-05-09,2,3686.0,55734.04255319149,1
3687,2023-05-09,1,3687.0,126832.97872340425,1
3688,2023-05-09,7,3688.0,29872.340425531915,1
3689,2023-05-09,7,3689.0,110154.25531914894,1
3690,2023-05-09,1,3690.0,84334.04255319148,1
3691,2023-05-09,2,3691.0,212079.78723404254,0
3692,2023-05-09,2,3692.0,241714.2553191489,1
3693,2023-05-09,7,3693.0,1784.0425531914893,1
3694,2023-05-09,1,3694.0,97831.91489361702,1
3695,2023-05-09,6,3695.0,19513.82978723404,1
3696,2023-05-09,1,3696.0,117573.93617021275,1
3697,2023-05-09,6,3697.0,12101.063829787234,1
3698,2023-05-09,6,3698.0,30591.48936170213,0
3699,2023-05-09,1,3699.0,320436.170212766,1
3700,2023-05-09,7,3700.0,109739.36170212767,0
3701,2023-05-09,5,3701.0,43854.255319148935,0
3702,2023-05-09,1,3702.0,131535.10638297873,1
3703,2023-05-09,7,3703.0,33675.53191489362,1
3704,2023-05-09,1,3704.0,128340.42553191488,0
3705,2023-05-10,5,3705.0,7177.659574468085,1
3706,2023-05-10,7,3706.0,255021.2765957447,1
3707,2023-05-10,1,3707.0,167368.08510638296,1
3708,2023-05-10,6,3708.0,68070.21276595745,1
3709,2023-05-10,1,3709.0,26103.723404255317,1
3710,2023-05-10,5,3710.0,63893.617021276594,1
3711,2023-05-10,1,3711.0,248867.0212765957,1
3712,2023-05-10,7,3712.0,20824.893617021276,0
3713,2023-05-10,5,3713.0,35957.446808510635,1
3714,2023-05-10,3,3714.0,221152.12765957444,1
3715,2023-05-10,7,3715.0,301005.31914893613,1
3716,2023-05-10,1,3716.0,26622.340425531915,0
3717,2023-05-10,1,3717.0,66778.51063829787,1
3718,2023-05-10,6,3718.0,6472.340425531915,1
3719,2023-05-10,1,3719.0,22750.0,1
3720,2023-05-10,7,3720.0,32223.404255319147,1
3721,2023-05-10,7,3721.0,3319.148936170213,1
3722,2023-05-10,6,3722.0,53797.87234042553,1
3723,2023-05-10,3,3723.0,44808.51063829788,1
3724,2023-05-10,3,3724.0,5808.510638297872,1
3725,2023-05-10,3,3725.0,98744.68085106384,1
3726,2023-05-10,3,3726.0,40382.97872340425,1
3727,2023-05-10,7,3727.0,170424.46808510637,1
3728,2023-05-10,6,3728.0,186211.17021276595,0
3729,2023-05-10,1,3729.0,124993.6170212766,1
3730,2023-05-10,1,3730.0,26829.787234042553,1
3731,2023-05-10,7,3731.0,98170.74468085106,1
3732,2023-05-10,1,3732.0,33938.29787234042,1
3733,2023-05-11,3,3733.0,109614.89361702127,1
3734,2023-05-11,3,3734.0,191418.085106383,1
3735,2023-05-11,4,3735.0,107872.34042553192,1
3736,2023-05-11,6,3736.0,123140.4255319149,1
3737,2023-05-11,4,3737.0,39553.1914893617,1
3738,2023-05-11,4,3738.0,212467.02127659574,0
3739,2023-05-11,4,3739.0,115727.6595744681,1
3740,2023-05-11,4,3740.0,134471.17021276598,1
3741,2023-05-11,5,3741.0,19361.702127659573,1
3742,2023-05-11,6,3742.0,101731.91489361701,1
3743,2023-05-11,6,3743.0,23565.95744680851,1
3744,2023-05-11,6,3744.0,58596.8085106383,1
3745,2023-05-11,3,3745.0,75787.23404255319,1
3746,2023-05-11,3,3746.0,170203.1914893617,1
3747,2023-05-11,4,3747.0,36510.63829787234,1
3748,2023-05-11,3,3748.0,180354.25531914894,1
3749,2023-05-11,6,3749.0,218676.59574468088,0
3750,2023-05-11,4,3750.0,41821.27659574468,1
3751,2023-05-11,4,3751.0,157078.72340425532,1
3752,2023-05-11,6,3752.0,9182.978723404256,1
3753,2023-05-11,4,3753.0,85717.02127659574,0
3754,2023-05-11,4,3754.0,30397.872340425532,1
3755,2023-05-11,4,3755.0,52138.29787234042,1
3756,2023-05-11,6,3756.0,33502.65957446808,1
3757,2023-05-11,6,3757.0,18255.31914893617,1
3758,2023-05-11,6,3758.0,17964.893617021276,0
3759,2023-05-12,6,3759.0,95667.55319148937,1
3760,2023-05-12,5,3760.0,147148.93617021275,1
3761,2023-05-12,4,3761.0,22846.8085106383,1
3762,2023-05-12,4,3762.0,118244.68085106382,1
3763,2023-05-12,2,3763.0,4978.723404255319,1
3764,2023-05-12,6,3764.0,15973.40425531915,1
3765,2023-05-12,4,3765.0,31518.085106382976,1
3766,2023-05-12,4,3766.0,113166.38297872341,1
3767,2023-05-12,2,3767.0,82176.59574468085,0
3768,2023-05-12,6,3768.0,12170.212765957447,1
3769,2023-05-12,5,3769.0,7744.680851063829,1
3770,2023-05-12,4,3770.0,216194.1489361702,1
3771,2023-05-12,5,3771.0,18739.36170212766,1
3772,2023-05-12,4,3772.0,137896.8085106383,1
3773,2023-05-12,4,3773.0,203477.6595744681,1
3774,2023-05-12,2,3774.0,58776.595744680846,1
3775,2023-05-12,2,3775.0,59523.404255319154,1
3776,2023-05-12,5,3776.0,18296.808510638297,1
3777,2023-05-12,2,3777.0,55581.91489361702,1
3778,2023-05-12,5,3778.0,151629.78723404257,1
3779,2023-05-12,5,3779.0,26912.76595744681,1
3780,2023-05-12,2,3780.0,156055.31914893616,1
3781,2023-05-12,4,3781.0,23579.787234042553,1
3782,2023-05-12,6,3782.0,51550.53191489361,1
3783,2023-05-12,2,3783.0,25460.63829787234,1
3784,2023-05-12,4,3784.0,14064.893617021276,1
3785,2023-05-12,5,3785.0,76860.42553191488,1
3786,2023-05-12,4,3786.0,3734.0425531914893,1
3787,2023-05-12,6,3787.0,181792.55319148937,1
3788,2023-05-12,6,3788.0,61819.14893617021,1
3789,2023-05-12,5,3789.0,156428.72340425532,1
3790,2023-05-12,2,3790.0,110997.87234042553,1
3791,2023-05-12,6,3791.0,53936.17021276595,1
3792,2023-05-12,5,3792.0,69508.51063829787,1
3793,2023-05-12,6,3793.0,174220.74468085106,1
3794,2023-05-12,4,3794.0,9584.042553191488,1
3795,2023-05-12,5,3795.0,141362.55319148937,1
3796,2023-05-12,6,3796.0,4978.723404255319,0
3797,2023-05-13,1,3797.0,110154.25531914893,1
3798,2023-05-13,7,3798.0,21159.574468085106,1
3799,2023-05-13,2,3799.0,32500.0,1
3800,2023-05-13,4,3800.0,88947.65957446808,1
3801,2023-05-13,1,3801.0,89188.29787234042,0
3802,2023-05-13,4,3802.0,4840.425531914893,1
3803,2023-05-13,7,3803.0,69771.27659574467,1
3804,2023-05-13,5,3804.0,42568.085106382976,1
3805,2023-05-13,4,3805.0,44324.46808510638,0
3806,2023-05-13,2,3806.0,15323.404255319148,1
3807,2023-05-13,2,3807.0,111274.46808510639,1
3808,2023-05-13,7,3808.0,2489.3617021276596,0
3809,2023-05-13,4,3809.0,294546.80851063825,1
3810,2023-05-13,4,3810.0,4425.531914893617,1
3811,2023-05-13,2,3811.0,7924.468085106383,1
3812,2023-05-13,4,3812.0,337446.8085106383,1
3813,2023-05-13,4,3813.0,195257.23404255317,1
3814,2023-05-13,7,3814.0,96545.74468085106,0
3815,2023-05-13,1,3815.0,37755.31914893617,1
3816,2023-05-13,4,3816.0,11893.617021276596,0
3817,2023-05-13,2,3817.0,356034.0425531915,1
3818,2023-05-13,1,3818.0,293163.829787234,1
3819,2023-05-13,1,3819.0,104484.04255319147,1
3820,2023-05-13,7,3820.0,63409.574468085106,1
3821,2023-05-13,5,3821.0,80420.21276595745,1
3822,2023-05-13,1,3822.0,45707.446808510635,1
3823,2023-05-13,1,3823.0,36925.53191489361,1
3824,2023-05-13,7,3824.0,18531.91489361702,1
3825,2023-05-13,5,3825.0,16734.042553191488,1
3826,2023-05-13,4,3826.0,13898.936170212764,1
3827,2023-05-13,5,3827.0,29180.851063829785,1
3828,2023-05-13,5,3828.0,327198.9361702128,1
3829,2023-05-13,1,3829.0,76617.02127659574,1
3830,2023-05-13,7,3830.0,191667.0212765957,1
3831,2023-05-13,2,3831.0,64018.085106382976,1
3832,2023-05-14,3,3832.0,81236.17021276595,1
3833,2023-05-14,3,3833.0,37340.425531914894,1
3834,2023-05-14,2,3834.0,49164.89361702128,1
3835,2023-05-14,4,3835.0,176136.17021276595,1
3836,2023-05-14,1,3836.0,107208.51063829787,1
3837,2023-05-14,4,3837.0,12640.425531914892,1
3838,2023-05-14,3,3838.0,77280.85106382979,1
3839,2023-05-14,4,3839.0,174946.8085106383,1
3840,2023-05-14,4,3840.0,32914.89361702128,1
3841,2023-05-14,3,3841.0,4079.7872340425533,1
3842,2023-05-14,2,3842.0,11188.297872340427,1
3843,2023-05-14,7,3843.0,26829.787234042553,1
3844,2023-05-14,1,3844.0,351629.25531914894,1
3845,2023-05-14,7,3845.0,12751.063829787236,1
3846,2023-05-14,4,3846.0,91691.48936170213,1
3847,2023-05-14,4,3847.0,111108.51063829787,1
3848,2023-05-14,1,3848.0,232547.8723404255,1
3849,2023-05-14,2,3849.0,143041.48936170212,0
3850,2023-05-14,3,3850.0,86101.48936170214,1
3851,2023-05-14,3,3851.0,84417.02127659574,1
3852,2023-05-14,7,3852.0,13414.893617021276,0
3853,2023-05-14,2,3853.0,56978.72340425532,1
3854,2023-05-14,2,3854.0,88828.72340425532,1
3855,2023-05-14,7,3855.0,65276.595744680846,1
3856,2023-05-14,2,3856.0,51073.40425531915,1
3857,2023-05-14,1,3857.0,146380.0,1
3858,2023-05-14,2,3858.0,185374.4680851064,1
3859,2023-05-14,2,3859.0,40064.89361702128,1
3860,2023-05-14,7,3860.0,58569.14893617021,1
3861,2023-05-14,1,3861.0,3111.7021276595747,1
3862,2023-05-14,3,3862.0,44946.80851063829,1
3863,2023-05-14,7,3863.0,72551.06382978724,1
3864,2023-05-14,1,3864.0,59799.99999999999,1
3865,2023-05-14,1,3865.0,24202.127659574468,1
3866,2023-05-14,1,3866.0,109974.46808510637,1
3867,2023-05-14,2,3867.0,55830.85106382979,1
3868,2023-05-15,1,3868.0,129612.76595744681,1
3869,2023-05-15,4,3869.0,22182.978723404256,0
3870,2023-05-15,3,3870.0,27064.893617021276,1
3871,2023-05-15,2,3871.0,96919.14893617021,1
3872,2023-05-15,3,3872.0,50451.063829787236,0
3873,2023-05-15,3,3873.0,36821.80851063829,1
3874,2023-05-15,7,3874.0,83241.48936170212,1
3875,2023-05-15,3,3875.0,261562.76595744677,1
3876,2023-05-15,2,3876.0,30550.0,1
3877,2023-05-15,4,3877.0,157382.97872340423,0
3878,2023-05-15,6,3878.0,129377.6595744681,1
3879,2023-05-15,2,3879.0,10400.0,1
3880,2023-05-15,4,3880.0,87418.08510638298,1
3881,2023-05-15,3,3881.0,46675.53191489362,1
3882,2023-05-15,4,3882.0,60201.063829787236,1
3883,2023-05-15,2,3883.0,24091.48936170213,1
3884,2023-05-15,6,3884.0,76617.02127659574,1
3885,2023-05-15,3,3885.0,296579.78723404254,1
3886,2023-05-15,2,3886.0,96435.10638297872,0
3887,2023-05-15,1,3887.0,94125.53191489363,1
3888,2023-05-15,4,3888.0,8643.617021276596,0
3889,2023-05-15,1,3889.0,160494.68085106384,1
3890,2023-05-15,2,3890.0,33260.63829787234,1
3891,2023-05-15,2,3891.0,142101.06382978722,1
3892,2023-05-15,4,3892.0,49856.3829787234,1
3893,2023-05-15,1,3893.0,113653.1914893617,1
3894,2023-05-15,7,3894.0,63437.23404255319,1
3895,2023-05-16,2,3895.0,44213.82978723404,1
3896,2023-05-16,1,3896.0,270745.744680851,1
3897,2023-05-16,7,3897.0,200372.8723404255,1
3898,2023-05-16,2,3898.0,148269.1489361702,1
3899,2023-05-16,3,3899.0,55540.425531914894,1
3900,2023-05-16,3,3900.0,136776.59574468085,1
3901,2023-05-16,3,3901.0,89561.70212765958,1
3902,2023-05-16,3,3902.0,49247.872340425536,1
3903,2023-05-16,5,3903.0,67378.72340425532,1
3904,2023-05-16,5,3904.0,320768.08510638296,1
3905,2023-05-16,7,3905.0,117968.08510638298,0
3906,2023-05-16,1,3906.0,98191.48936170213,0
3907,2023-05-16,6,3907.0,484.04255319148933,1
3908,2023-05-16,5,3908.0,123811.17021276597,0
3909,2023-05-16,1,3909.0,35072.34042553191,1
3910,2023-05-16,3,3910.0,30591.48936170213,0
3911,2023-05-16,3,3911.0,58949.46808510639,1
3912,2023-05-16,3,3912.0,105203.1914893617,1
3913,2023-05-16,1,3913.0,445526.5957446808,1
3914,2023-05-16,7,3914.0,19392.127659574468,1
